r,g,b,X,Y,Z,L,u,v,pred_invalid_xyz
0.0,76.5,242.25,0.06587114930152893,0.03664575144648552,0.4009909927845001,37.32557817091802,-23.6485012339344,-142.71317085635087,False
0.0,76.5,255.0,0.07136084139347076,0.03903554379940033,0.4353846609592438,38.460435130295366,-24.10777586579562,-148.24980858909427,False
0.0,89.25,0.0,0.008444445207715034,0.023377034813165665,0.0030937958508729935,29.904736999413117,-39.62753857151686,37.18677400556029,False
0.0,89.25,12.75,0.009518351405858994,0.024097850546240807,0.00396060012280941,30.371783318903596,-37.1863825942011,35.92537163636099,False
0.0,89.25,25.5,0.010550791397690773,0.024722201749682426,0.005634170025587082,30.768855735532355,-35.0648958188995,33.266878077732905,False
0.0,89.25,38.25,0.011590415611863136,0.02526124194264412,0.008478863164782524,31.106329092603204,-33.22579142879761,28.75725269373387,False
0.0,89.25,51.0,0.012697847560048103,0.02573290839791298,0.012909894809126854,31.397705735965474,-31.637127511335816,22.03443153060566,False
0.0,89.25,63.75,0.013941658660769463,0.02616078034043312,0.019375232979655266,31.65896358852286,-30.27583362413796,12.935910645231857,False
0.0,89.25,76.5,0.015396323055028915,0.02657325007021427,0.02832784503698349,31.908133805549426,-29.120388209017097,1.5857791586372039,False
0.0,89.25,89.25,0.017136404290795326,0.0270033348351717,0.04019053652882576,32.16521422193764,-28.155514182560392,-11.585220839363766,False
0.0,89.25,102.0,0.019230544567108154,0.027484627440571785,0.05531566962599754,32.449687531029866,-27.36670950340912,-25.91969900192091,False
0.0,89.25,114.75,0.021735673770308495,0.028051061555743217,0.07394517958164215,32.78026209282066,-26.742133471295453,-40.678556042005155,False
0.0,89.25,127.5,0.02469097450375557,0.028732920065522194,0.0961766391992569,33.17234845738188,-26.26957850650695,-55.1984778025995,False
0.0,89.25,140.25,0.028113868087530136,0.029556674882769585,0.12193963676691055,33.63784141025192,-25.93804778964124,-68.99081975984414,False
0.0,89.25,153.0,0.03199828788638115,0.030542058870196342,0.15098878741264343,34.1834443235809,-25.733959673196495,-81.77147199928986,False
0.0,89.25,165.75,0.036314308643341064,0.0317021943628788,0.18291360139846802,34.81096819863231,-25.64379273595724,-93.42937198595418,False
0.0,89.25,178.5,0.04101180657744408,0.033043161034584045,0.21716485917568207,35.51751323186796,-25.651818983603945,-103.9718756452899,False
0.0,89.25,191.25,0.046024248003959656,0.0345650389790535,0.2530944347381592,36.296590930372545,-25.742717479690814,-113.47064750508645,False
0.0,89.25,204.0,0.051274850964546204,0.03626198321580887,0.2900025546550751,37.13877598666583,-25.900445471691526,-122.02248911364947,False
0.0,89.25,216.75,0.05668279156088829,0.038123730570077896,0.3271874189376831,38.033051252020435,-26.109448759232887,-129.72549172127484,False
